10.5192	-0.7170	-1.0000
0.9987	-9.9681	-1.0000
3.5763	8.3756	-1.0000
1.9236	-10.6448	-1.0000
8.1583	-5.9066	-1.0000
3.8488	8.8337	-1.0000
10.5017	2.2164	-1.0000
9.8565	-3.9150	-1.0000
-5.2871	1.1325	-1.0000
3.6538	8.0492	-1.0000
3.5670	-1.0682	-1.0000
9.5652	1.2818	-1.0000
3.8799	0.8133	-1.0000
10.2813	0.6225	-1.0000
-4.5252	-1.4913	-1.0000
6.5870	6.5763	-1.0000
4.9733	7.0246	-1.0000
9.4541	-4.2398	-1.0000
9.1422	-3.3652	-1.0000
9.3232	-4.3640	-1.0000
3.6675	8.5476	-1.0000
-3.9556	7.4135	-1.0000
8.1699	5.4691	-1.0000
3.2407	-10.0690	-1.0000
-0.2962	-10.6414	-1.0000
10.1804	0.2544	-1.0000
7.2061	6.7485	-1.0000
8.4257	6.1808	-1.0000
-3.4945	-2.7066	-1.0000
-2.3441	-3.1942	-1.0000
10.3593	2.9133	-1.0000
9.7931	1.8007	-1.0000
10.9290	-0.8731	-1.0000
3.0159	-2.7254	-1.0000
3.2069	-2.4630	-1.0000
9.9964	1.2111	-1.0000
1.4395	8.4080	-1.0000
3.8052	8.9835	-1.0000
2.0133	-3.3863	-1.0000
1.9959	8.2922	-1.0000
-0.4517	-4.3875	-1.0000
-5.3325	-8.8198	-1.0000
9.5403	-3.9114	-1.0000
5.0759	7.9097	-1.0000
-0.7612	-4.6156	-1.0000
8.4063	-5.5699	-1.0000
-2.5234	-10.6520	-1.0000
3.0730	-10.3118	-1.0000
1.4206	-9.8487	-1.0000
-3.4424	-2.1369	-1.0000
-5.3215	4.6686	-1.0000
2.9733	-9.4813	-1.0000
4.6787	7.4426	-1.0000
-5.4103	-9.3751	-1.0000
-5.4512	4.1403	-1.0000
-2.0484	8.3167	-1.0000
8.1970	-5.2725	-1.0000
8.0380	5.6548	-1.0000
8.8360	3.4207	-1.0000
2.2199	-2.5169	-1.0000
1.7082	-4.1356	-1.0000
-5.4356	-1.1271	-1.0000
0.1476	-9.9748	-1.0000
10.5801	-2.7436	-1.0000
9.5041	1.0380	-1.0000
4.1463	-2.2799	-1.0000
7.6703	6.1388	-1.0000
-4.6382	5.3602	-1.0000
-6.2721	2.5486	-1.0000
7.7280	-7.3031	-1.0000
1.4537	-10.5421	-1.0000
3.2752	-1.5469	-1.0000
8.9655	4.6919	-1.0000
-3.5127	-2.6861	-1.0000
-3.9197	-9.9094	-1.0000
8.1890	5.3059	-1.0000
7.7355	5.8131	-1.0000
9.7722	-4.9133	-1.0000
4.3915	-8.6336	-1.0000
1.3684	-10.6863	-1.0000
10.4868	0.1371	-1.0000
3.6042	2.6106	-1.0000
-5.4272	0.9922	-1.0000
4.1621	-2.3681	-1.0000
7.0895	6.0434	-1.0000
0.7296	-10.8373	-1.0000
9.7995	3.8256	-1.0000
9.5348	-0.2472	-1.0000
-2.6934	-3.9220	-1.0000
8.7472	-6.0414	-1.0000
-5.1868	4.3250	-1.0000
2.3957	-9.6109	-1.0000
5.6968	-8.8291	-1.0000
6.7702	7.5076	-1.0000
-3.6450	-9.8377	-1.0000
8.5214	6.6441	-1.0000
-6.0445	0.0385	-1.0000
-5.2325	-1.4723	-1.0000
3.3973	1.5600	-1.0000
-1.9347	7.4099	-1.0000
3.7207	-9.6405	-1.0000
-5.5997	3.8688	-1.0000
9.6655	-1.2851	-1.0000
-3.7835	-2.0791	-1.0000
-5.1577	4.5640	-1.0000
-0.7094	7.7340	-1.0000
10.8073	-1.4903	-1.0000
9.5052	4.1972	-1.0000
7.4408	6.9237	-1.0000
3.1968	-2.8572	-1.0000
7.2509	-7.7650	-1.0000
3.8529	-0.0029	-1.0000
10.0558	-3.0902	-1.0000
1.4924	-9.9357	-1.0000
-0.6681	8.2878	-1.0000
10.8797	0.7952	-1.0000
9.4062	-2.6681	-1.0000
5.9781	-8.4612	-1.0000
10.0818	0.4495	-1.0000
10.3011	-2.7714	-1.0000
6.6113	-8.1667	-1.0000
-0.1841	9.0160	-1.0000
3.3645	-0.7017	-1.0000
-0.1842	-3.6312	-1.0000
8.5289	4.7138	-1.0000
3.8194	-9.6844	-1.0000
7.3870	5.1027	-1.0000
0.5463	-10.4768	-1.0000
1.3303	-4.3848	-1.0000
2.0039	-9.2794	-1.0000
3.2075	-9.6400	-1.0000
1.0880	-9.4142	-1.0000
2.2749	-2.5267	-1.0000
-2.9020	7.3594	-1.0000
-5.5066	0.3246	-1.0000
4.2723	-9.2452	-1.0000
-1.8577	-4.4610	-1.0000
1.7986	-10.0717	-1.0000
-5.4149	-1.0048	-1.0000
3.7439	-9.0629	-1.0000
-5.0072	-0.1305	-1.0000
10.5602	-2.6873	-1.0000
-5.2257	-0.0707	-1.0000
2.6683	-2.0371	-1.0000
3.2335	8.9680	-1.0000
-4.4790	5.7639	-1.0000
10.2505	3.1361	-1.0000
-5.4840	2.5569	-1.0000
7.7444	-6.1870	-1.0000
-5.4577	0.2421	-1.0000
1.6376	2.1599	-1.0000
1.4151	2.9771	-1.0000
-0.6752	-10.3953	-1.0000
4.3254	-1.2576	-1.0000
7.9931	5.3531	-1.0000
-5.4745	-0.7058	-1.0000
-3.6338	-2.7067	-1.0000
10.1798	-3.1317	-1.0000
10.4883	-2.2325	-1.0000
6.4935	-8.3424	-1.0000
8.0096	5.5301	-1.0000
6.3967	-8.0665	-1.0000
9.8451	3.1518	-1.0000
7.5981	6.9034	-1.0000
0.1114	7.8199	-1.0000
9.6624	3.4378	-1.0000
6.7217	7.0439	-1.0000
8.9130	3.6531	-1.0000
2.8475	-9.1081	-1.0000
10.0826	-3.7135	-1.0000
3.7457	-1.0257	-1.0000
0.3780	-9.8071	-1.0000
